localword,tweetid,type
west village_1,"[[777591542391250944, 777591703540731904, 777975157000441856, 777988601472806912, 778035940279234560, 778405290840424448, 778580443088162816, 778599901169147905, 778699243234086912, 778968114247720960, 779041869263015936, 779085286605107200, 779107846889807873, 779118987443568640]]",topic 3
westchester county airport_0,"[[777823812616323072, 778950092321595392, 779068851174637568]]",topic 47
westchester county airport_0,"[[777823812616323072, 778950092321595392, 779068851174637568]]",topic 48
westchestercounty_0,"[[778326264998301696, 778338035985371136, 778961872997404674]]",topic 16
westcoast_0,"[[777619745260441600, 777747288689082368, 778048714644398080, 778050353837150208, 778236466614964224, 778297378050899968, 778355786766487556, 778421324565872641, 778530349592772608, 778725483689054209, 778738434777112576]]",topic 47
westcoast_0,"[[777619745260441600, 777747288689082368, 778048714644398080, 778050353837150208, 778236466614964224, 778297378050899968, 778355786766487556, 778421324565872641, 778530349592772608, 778725483689054209, 778738434777112576]]",topic 48
westcoast_2,"[[777576085705949185, 778023196503240704, 778654364344815617, 778739099251257344]]",topic 47
westcoast_2,"[[777576085705949185, 778023196503240704, 778654364344815617, 778739099251257344]]",topic 48
westcoast_4,"[[777747288689082368, 778048714644398080, 778236466614964224, 778297378050899968, 778355786766487556]]",topic 47
westcoast_4,"[[777747288689082368, 778048714644398080, 778236466614964224, 778297378050899968, 778355786766487556]]",topic 48
westdesmoine_0,"[[777840585709195264, 777841614639144961, 778217718260469760, 779019479514656768, 779028045667586048, 779073981521375232, 779078517220782081]]",topic 28
westhill_0,"[[777891428827537408, 778737791433793540, 778955569688219648, 778971707180666882]]",topic 16
westlosang_0,"[[777585720886046720, 778303120719777792]]",topic 28
westsaintpaul_0,"[[777608465300660224, 778323013972299776, 778995438426787844]]",topic 28
westseneca_0,"[[778674595343667201, 778691162332770304, 778895633985908736]]",topic 16
westvalleycity_0,"[[778986156390092800, 778995933228826625, 779064854552260609, 779086169002827776, 779105596427505664]]",topic 16
westvillage_0,"[[777543856325857280, 777605349536829441, 777633539567161344, 777641867458600962, 777646133187346432, 777659645636800512, 777682264532451328, 777717801712689152, 777745035446091776, 777881221170917377, 777954419883307008, 777956709004345344, 778024516748513280, 778065158711148546, 778088869506015233, 778678659712323584, 778680329796063239, 778935785114468352, 778968114247720960, 779001955284836352, 779029437861994497, 779041429750415360, 779128604575739904]]",topic 34
westvillage_0,"[[777543856325857280, 777605349536829441, 777633539567161344, 777641867458600962, 777646133187346432, 777659645636800512, 777682264532451328, 777717801712689152, 777745035446091776, 777881221170917377, 777954419883307008, 777956709004345344, 778024516748513280, 778065158711148546, 778088869506015233, 778678659712323584, 778680329796063239, 778935785114468352, 778968114247720960, 779001955284836352, 779029437861994497, 779041429750415360, 779128604575739904]]",topic 33
wetrepublic_0,"[[777615172676489216, 777628955985731584, 777637864628682752, 777778753107886080, 777902805948379136, 777942368674689024, 778172322024976385, 778847528112517120, 778889317959761920, 779061885966614528]]",topic 65
wetrepublic_0,"[[777615172676489216, 777628955985731584, 777637864628682752, 777778753107886080, 777902805948379136, 777942368674689024, 778172322024976385, 778847528112517120, 778889317959761920, 779061885966614528]]",topic 58
wgbh_0,"[[777524600376692736, 777562236923641856, 777565632791535616, 777625782558396416, 777952779868463104, 778048602732101632, 779015114628489216, 779101872795844608]]",topic 33
wgbh_0,"[[777524600376692736, 777562236923641856, 777565632791535616, 777625782558396416, 777952779868463104, 778048602732101632, 779015114628489216, 779101872795844608]]",topic 34
whatsnewwhatsnext_0,"[[778939181426847744, 779038652055760897]]",topic 4
whatsnewwhatsnext_0,"[[778939181426847744, 779038652055760897]]",topic 2
whereiroot_0,"[[777583954429968388, 777622009555525632, 777625787759419393, 777694882739740672, 778010688560193536]]",topic 80
whitefishbay_0,"[[778262095309582336, 778992363871973376, 779013161106100224]]",topic 16
whodey_5,"[[777513888887742464, 777546919597989888, 777591271934132224, 778715412066217984]]",topic 37
whodey_5,"[[777513888887742464, 777546919597989888, 777591271934132224, 778715412066217984]]",topic 36
wichitafall_0,"[[778692775969566720, 778707053606866945, 778942740235063296, 778954881788895233, 779048502319951872, 779049496697147392, 779071291751997440]]",topic 16
willamette_2,"[[777689556414042112, 778330266620137474]]",topic 81
willamette_2,"[[777689556414042112, 778330266620137474]]",topic 82
williamsbrice_0,"[[777508769500504064, 777638381278916608]]",topic 45
williamsburg nyc_0,"[[777546613833207808, 777551240054001664, 777617899695566848, 777656287563747333, 777663401812254720, 777711568431775745, 777360432281575424, 777366524600389632, 777749455424610304, 777865889085399042, 777900416273113090, 777927750455664640, 777954132070129665, 777992481598234627, 778033013238226944, 778147215051198465, 778164338356056064, 778301005398147072, 778313583486758916, 778324216026398720, 778331773256228864, 778368798667800577, 778372351301935104, 778377551576174592, 778441190257549312, 778441788369481729, 778478865597534208, 778584117822750721, 778598514146304001, 778654999756832769, 778656104888803328, 778658376960077824, 778711884161658880, 778732081136308225, 778732876619653120, 778733318716076032, 778947754219409408, 778951383911247873, 778982220304441344, 779025612325388289, 779025618587582464, 779050942973042688, 779077455755644928, 779077892026331136]]",topic 81
williamsburg nyc_0,"[[777546613833207808, 777551240054001664, 777617899695566848, 777656287563747333, 777663401812254720, 777711568431775745, 777360432281575424, 777366524600389632, 777749455424610304, 777865889085399042, 777900416273113090, 777927750455664640, 777954132070129665, 777992481598234627, 778033013238226944, 778147215051198465, 778164338356056064, 778301005398147072, 778313583486758916, 778324216026398720, 778331773256228864, 778368798667800577, 778372351301935104, 778377551576174592, 778441190257549312, 778441788369481729, 778478865597534208, 778584117822750721, 778598514146304001, 778654999756832769, 778656104888803328, 778658376960077824, 778711884161658880, 778732081136308225, 778732876619653120, 778733318716076032, 778947754219409408, 778951383911247873, 778982220304441344, 779025612325388289, 779025618587582464, 779050942973042688, 779077455755644928, 779077892026331136]]",topic 82
williamsburg waterfront pier_0,"[[777510483691606016, 777513442123079681, 777872658574770176, 778710300321124354, 778731576360177664, 778733855444377603]]",topic 81
williamsburg waterfront pier_0,"[[777510483691606016, 777513442123079681, 777872658574770176, 778710300321124354, 778731576360177664, 778733855444377603]]",topic 82
willowdale_0,"[[777550844384321536, 777576332020416513]]",topic 16
windsorheight_0,"[[777959731801403394, 778715836756307969, 778971418398633988]]",topic 16
windsorlock_0,"[[778202842943270913, 778219253883244545, 778666163765030914]]",topic 16
windy city_0,"[[777615720762994689, 777663196559732736, 777356497361604612, 777916113820712961, 778218685513084928, 778373574159663105, 778586539265761280]]",topic 81
windy city_0,"[[777615720762994689, 777663196559732736, 777356497361604612, 777916113820712961, 778218685513084928, 778373574159663105, 778586539265761280]]",topic 83
windycity_1,"[[777513139621339136, 777600048003633152, 777611245239226369, 777732751902539776, 778018274504310785, 778039819976925184, 778226990285479938, 778343865396920321, 778376162611429376, 778587938560978944, 778620095073366016, 778640921856466944, 778796533701611520, 778952284717867008, 778811358577950720]]",topic 82
windycity_1,"[[777513139621339136, 777600048003633152, 777611245239226369, 777732751902539776, 778018274504310785, 778039819976925184, 778226990285479938, 778343865396920321, 778376162611429376, 778587938560978944, 778620095073366016, 778640921856466944, 778796533701611520, 778952284717867008, 778811358577950720]]",topic 81
winecountry_5,"[[777639128892669952, 777720719840993280, 778277016718245892, 778692673267838977]]",topic 33
winecountry_5,"[[777639128892669952, 777720719840993280, 778277016718245892, 778692673267838977]]",topic 35
winecountry_6,"[[777902696091127809, 778338004519747584, 778651578332876800, 779028441672712192]]",topic 33
winecountry_6,"[[777902696091127809, 778338004519747584, 778651578332876800, 779028441672712192]]",topic 35
winforvin_0,"[[778107496133189632, 778416594527653888, 778417318548221953, 778425115499454464, 778429981814906880, 778462876201648128, 778468513677582336, 778762872105172992]]",topic 36
winforvin_0,"[[778107496133189632, 778416594527653888, 778417318548221953, 778425115499454464, 778429981814906880, 778462876201648128, 778468513677582336, 778762872105172992]]",topic 37
winterspring_0,"[[777554131263197184, 777577157509865472, 778283889118810112, 778299506471292930, 778328419096416257, 778329733779992576, 778637034038571008, 778672564822421504]]",topic 28
winwoodwall_0,"[[777592783829950464, 777700307451117568]]",topic 3
winwoodwall_0,"[[777592783829950464, 777700307451117568]]",topic 2
wisconsinla crosse_0,"[[777623299195035648, 777692168815280128, 777702228480188416, 777358070007685120, 777899080106270720, 777960655005573120]]",topic 22
wisconsinla crosse_0,"[[777623299195035648, 777692168815280128, 777702228480188416, 777358070007685120, 777899080106270720, 777960655005573120]]",topic 23
wiseacre_0,"[[778024356593008640, 778967936644022272]]",topic 34
wiseacre_0,"[[778024356593008640, 778967936644022272]]",topic 33
woodland hill_0,"[[777792237161836544, 778364818315173889, 778611023351730176, 778641710813417472, 778651413559779328]]",topic 17
woodland hill_0,"[[777792237161836544, 778364818315173889, 778611023351730176, 778641710813417472, 778651413559779328]]",topic 18
woodlandhill_1,"[[778741662923186176, 779019485084725248, 779030083373641729, 779035222218203136, 779061344699977728]]",topic 16
world cup_0,"[[777633490204368896, 777689911138750464, 777923992955084801, 778007533944352768, 778226637066436610, 778229766440747008, 778432592567828480, 778743278883573760, 778775445286248448]]",topic 81
world cup_0,"[[777633490204368896, 777689911138750464, 777923992955084801, 778007533944352768, 778226637066436610, 778229766440747008, 778432592567828480, 778743278883573760, 778775445286248448]]",topic 83
world trade center_0,"[[777958061759758336, 777989776683175936, 778287466864410628, 778430017856499712, 778668954873008128, 778772699732643840, 778786103906238464, 778796319246651392, 778818054083911681, 778962327379083264, 779104477521539073, 779128400568913920]]",topic 81
world trade center_0,"[[777958061759758336, 777989776683175936, 778287466864410628, 778430017856499712, 778668954873008128, 778772699732643840, 778786103906238464, 778796319246651392, 778818054083911681, 778962327379083264, 779104477521539073, 779128400568913920]]",topic 82
